시도,군구,주소,충전소명,시설구분(대),시설구분(소),기종(대),기종(소),운영기관(대),운영기관(소),급속충전량,충전기타입,이용자제한,위도경도
서울특별시,서초구,서울특별시 서초구 효령로 72길 60,서초지사,공공시설,공공기관,급속,DC콤보,타기관,한국전력,,DC콤보,이용가능,"37.48560466,127.028077"
충청남도,천안시,"충청남도 천안시 서북구 성환읍 천안대로 1853 (매주리, 부영아파트) 302동~304동",성환부영3차아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"36.903900,127.136000"
전라남도,여수시,전라남도 여수시 웅천로 292,웅천포레스트부영1단지(2022),공동주택시설,아파트,완속,AC완속,타기관(보조금),레드이엔지,,AC완속,이용가능,"34.747,127.687"
경기도,용인시,경기도 용인시 처인구 양지면 양대로 290,금호리조트(주)아시아나CC,상업시설,골프장(CC),완속,AC완속,타기관,채비,,AC완속,이용가능,"37.260944,127.2133465"
경상북도,경산시,경상북도 경산시 진량읍 낙산1길 11-6,한국도로공사 대구지사,공공시설,공공기관,급속,DC콤보,타기관,SK일렉링크,,DC콤보,이용가능,"35.87685,128.814463"
경상남도,창원시,경상남도 창원시 마산회원구 내서읍 삼계5길 30,창원 삼계대동아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),이카플러그,,AC완속,이용가능,"35.22992963,128.5032571"
경기도,고양시,경기도 고양시 일산서구 고양대로 685,일산1차현대홈타운,공동주택시설,아파트,완속,AC완속,타기관,신세계아이앤씨,,AC완속,이용가능,"37.6844,126.773"
대구광역시,동구,대구광역시 동구 동부로 149,신세계백화점대구점,상업시설,백화점,완속,AC완속,타기관,신세계아이앤씨,,AC완속,이용가능,"35.8795,128.6327"
서울특별시,서초구,서울특별시 서초구 강남대로 465,교보자산신탁(주)(SP),기타시설,기타,완속,AC완속,타기관,파워큐브,,AC완속,이용가능,"37.4884369,127.0398851"
경상남도,합천군,경상남도 합천군 합천읍 충효로 81-13,J모텔,상업시설,숙박시설,완속,AC완속,타기관(보조금),제주전기자동차서비스,,AC완속,이용가능,"35.56751255,128.16048555"
경기도,평택시,경기도 평택시 안중읍 현화중앙길 103,평택현대홈타운3차101동,공동주택시설,아파트,완속,AC완속,타기관(보조금),한국전기차인프라기술,,AC완속,이용가능,"36.9869345,126.9196198"
경기도,시흥시,경기도 시흥시 중심상가로 74,경기시흥 시화대림2단지3,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"37.349520758,126.72525660"
서울특별시,중구,서울특별시 중구 통일로 10,연세세브란스빌딩(서울역앞),공동주택시설,사업장(사옥),완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"37.557096637,126.97363361"
경기도,이천시,경기도 이천시 설성면 설가로 602,이천시 이천마이다스골프클럽 ,상업시설,골프장(CC),완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.1769248,127.5245449"
인천광역시,연수구,인천광역시 연수구 아트센터대로168번길 101,송도랜드마크푸르지오시티 B3,공동주택시설,아파트,완속,AC완속,타기관(보조금),이지차저,,AC완속,이용가능,"37.4051702,126.6283948"
부산광역시,사하구,부산광역시 사하구 다대낙조2길 100,다대롯데캐슬몰운대(301동-411동),공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,"35.055380,128.964833"
대전광역시,유성구,대전광역시 유성구 엑스포로 325,SK 대덕연구소,기타시설,기타,완속,AC완속,타기관,이브이시스,,AC완속,이용가능,"36.383893076,127.39532509"
경기도,과천시,경기도 과천시 중앙로 294,관문체육공원,관광시설,공원,급속,DC콤보,타기관,한국전력,,DC콤보,이용가능,"37.440692103,126.99848579"
부산광역시,동래구,부산광역시 동래구 쇠미로129번길 62-12,부산새온천화신동영106동,공동주택시설,아파트,완속,AC완속,타기관(보조금),한국전기차인프라기술,,AC완속,이용가능,"35.2045725,129.0602468"
경기도,광명시,경기도 광명시 새터로 44-8,광명아크포레자이위브아파트 2단지,공동주택시설,아파트,완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"37.471718234,126.85471423"
대전광역시,서구,대전광역시 서구 오량1길 98,대신고등학교(대전),교육문화시설,학교,완속,AC완속,타기관,볼타,,AC완속,이용가능,"36.309471,127.378666"
인천광역시,연수구,인천광역시 연수구 센트럴로 415 (송도동),인천연수 힐스테이트송도더테라스 1,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"37.4108764,126.6269414"
대전광역시,유성구,대전광역시 유성구 가정로 175,LG생활건강대전캠퍼스,공동주택시설,사업장(사옥),완속,AC완속,타기관,LG유플러스,,AC완속,이용가능,"36.386587,127.362436"
경상남도,창원시,경상남도 창원시 진해구 안청남로 33,녹산코아루아파트,공동주택시설,아파트,완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"35.1010642,128.8067281"
경상남도,거제시,경상남도 거제시 상동7길 30,거제대동다숲 B1 P2 지하주차장,공동주택시설,아파트,완속,AC완속,타기관(보조금),이지차저,,AC완속,이용가능,"34.8694255,128.6317016"
서울특별시,송파구,서울특별시 송파구 위례북로2길 12,서울위례솔중학교,교육문화시설,학교,완속,AC완속,타기관,채비,,AC완속,이용가능,"37.487128,127.150117"
경상남도,진주시,경상남도 진주시 사들로 35,진주시 혁신도시LH8단지,공동주택시설,아파트,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"35.172938849,128.14606247"
경기도,파주시,경기도 파주시 마무리길 22,파주장안미우1주차장,공동주택시설,아파트,완속,AC완속,타기관(보조금),한국전기차인프라기술,,AC완속,이용가능,"37.761235,126.7785881"
경기도,안산시,경기도 안산시 단원구 적금로 164,안산시 고잔롯데캐슬골드파크,공동주택시설,아파트,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.3224614,126.8268625"
경상북도,예천군,경북 예천군 예천읍 원고개길 49,경도요양병원,근린생활시설,병원,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,"36.6383020,128.4592250"
서울특별시,종로구,서울특별시 종로구 통일로18길 9,서울종로 인왕산아이파크 106동,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"37.5776707,126.955354"
서울특별시,강동구,서울특별시 강동구 고덕로 131,서울시 강동구 강동롯데캐슬,공동주택시설,아파트,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.5551667,127.1438388"
인천광역시,계양구,인천광역시 계양구 오조산공원로 14,홈플러스 계산점,상업시설,마트(쇼핑몰),완속,AC완속,타기관,채비,,AC완속,이용가능,"37.539463999,126.73619899"
경기도,안산시,경기도 안산시 단원구 원고잔로 16,여성회관뒤 공영 주차장,주차시설,공영주차장,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,"37.318708,126.828683"
강원특별자치도,삼척시,강원특별자치도 삼척시 중앙로 346,강원대학교(삼척)인공폭포 주차장,교육문화시설,학교,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,"37.4512647,129.161271"
경기도,광주시,경기도 광주시 곤지암읍 독고개길 15,한국도로공사 경기광주지사,공공시설,공공기관,급속,DC콤보,타기관,SK일렉링크,,DC콤보,이용가능,"37.35874,127.31675"
서울특별시,구로구,서울특별시 구로구 경인로 662,현대백화점 디큐브시티,상업시설,백화점,완속,AC완속,타기관,현대엔지니어링,,AC완속,이용가능,"37.50881087,126.88952957"
대구광역시,북구,대구광역시 북구 칠곡중앙대로 598,칠곡e편한세상,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"35.949567138,128.55337618"
충청남도,논산시,충청남도 논산시 노성면 노성로 430,충남논산 창공아파트 1,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"36.2763949,127.1121987"
제주특별자치도,제주시,제주특별자치도 제주시 산천단 동3길 2,한국폴리텍대학 제주캠퍼스,교육문화시설,학교,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"33.4464702,126.5613493"
부산광역시,기장군,부산광역시 기장군 정관읍 정관4로 24,정관동일스위트1차 B2 113동 A02기둥,공동주택시설,아파트,완속,AC완속,타기관(보조금),이지차저,,AC완속,이용가능,"35.3238865,129.1702819"
경상북도,경산시,경상북도 경산시 화랑로 140-10,급속 한국조폐공사 화폐본부,기타시설,기타,급속,DC콤보,타기관,차지인,,DC콤보,이용가능,"35.8278601,128.7684685"
경기도,남양주시,경기도 남양주시 백봉로 32,두산알프하임 P2주차장 지하2층 32번기둥,공동주택시설,아파트,완속,AC완속,타기관(보조금),이지차저,,AC완속,이용가능,"37.652393,127.2543033"
서울특별시,중구,서울특별시 중구 퇴계로 299,파라다이스글로벌서울지점,기타시설,기타,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.5641322,127.0046651"
강원특별자치도,춘천시,강원특별자치도 춘천시 춘천로 427,합자회사공신,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.8915553,127.7523634"
충청남도,천안시,충청남도 천안시 서북구 성성6로 111,천안레이크타운푸르지오1차2,공동주택시설,아파트,완속,AC완속,타기관(보조금),한국전기차인프라기술,,AC완속,이용가능,"36.8427297,127.1327278"
경상북도,경산시,경상북도 경산시 경안로 288,홈플러스 경산점,상업시설,마트(쇼핑몰),급속,DC콤보,타기관,채비,,DC콤보,이용가능,"35.832838,128.735649"
울산광역시,남구,울산광역시 남구 번영로 160,제니스병원,근린생활시설,병원,급속,DC콤보,타기관(보조금),휴맥스이브이,,DC콤보,이용가능,"35.5394836,129.3276031"
경기도,고양시,경기도 고양시 일산동구 위시티4로 45,일산자이4단지,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.679619,126.815146"
서울특별시,서초구,서울특별시 서초구 서초중앙로 220,반포래미안아이파크,공동주택시설,아파트,완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"37.501381407,127.01237392"
경기도,파주시,경기도 파주시 문산읍 문향로17번길 15-7,문산휴먼빌아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),스타코프,,AC완속,이용가능,"37.853513016,126.78514319"
경상북도,안동시,경상북도 안동시 영가로 25,안동웅부공원공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,채비,,DC콤보,이용가능,"36.5653532,128.7329321"
경상남도,진주시,경상남도 진주시 금산면 중장로154번길 47,진주금산두산위브 112동 B1 O10기둥,공동주택시설,아파트,완속,AC완속,타기관(보조금),이지차저,,AC완속,이용가능,"35.218840459,128.14797364"
대전광역시,중구,대전광역시 중구 목중로 80,동서빌딩(송승호),기타시설,기타,완속,AC완속,타기관(보조금),투이스이브이씨,,AC완속,이용가능,"36.339659,127.406986"
경기도,고양시,"경기도 고양시 일산서구 대산로 141 (주엽동, 문촌마을4단지아파트)",문촌삼익아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.674268,126.761765"
경상남도,창원시,경상남도 창원시 진해구 진해대로 762,롯데마트 진해점,상업시설,마트(쇼핑몰),급속,DC콤보,타기관,이브이시스,,DC콤보,이용가능,"35.157630488,128.69907094"
부산광역시,사하구,부산광역시 사하구 을숙도대로 610,롯데마트 사하점,상업시설,마트(쇼핑몰),급속,DC콤보,타기관,이브이시스,,DC콤보,이용가능,"35.0846799,128.9718601"
충청남도,계룡시,충청남도 계룡시 두마면 입암리 57,계룡제1산업단지공용주차장,주차시설,공영주차장,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,"36.251741,127.2725466"
경기도,화성시,경기도 화성시 수노을1로 191,송산이지더원레이크뷰,공동주택시설,아파트,완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"37.283390728,126.82248099"
경상북도,포항시,경상북도 포항시 북구 흥해읍 신흥로861번길 12,대홍온천맨션,공동주택시설,빌라,완속,AC완속,타기관(보조금),투이스이브이씨,,AC완속,이용가능,"36.11311760,129.3370345"
서울특별시,성북구,서울특별시 성북구 한천로 713,래미안장위퍼스트하이 B2 239기둥,공동주택시설,아파트,완속,AC완속,타기관(보조금),이지차저,,AC완속,이용가능,"37.6209242,127.0510349"
경기도,김포시,경기도 김포시 청송로 19,김포시 청송현대홈타운3단지,공동주택시설,아파트,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.649268347,126.66805031"
경기도,김포시,경기도 김포시 감암로 11,김포우리병원,근린생활시설,병원,급속,DC차데모+AC3상+DC콤보,타기관,이브이시스,,DC차데모+AC3상+DC콤보,이용가능,"37.6323337,126.7106127"
대구광역시,북구,대구광역시 북구 대현남로6길 20,대현 LH 3단지,공동주택시설,아파트,완속,AC완속,타기관,스타코프,,AC완속,이용가능,"35.880059,128.608497"
서울특별시,강서구,서울특별시 강서구 허준로 76,서울강서 한보구암마을아파트,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"37.5684142,126.8486573"
경상북도,경산시,경상북도 경산시 청운2로11길 2,조영동공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,SK일렉링크,,DC콤보,이용가능,"35.8422726,128.754766"
경상북도,구미시,경상북도 구미시 도봉로5길 77,도량아이센스,공동주택시설,아파트,완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"36.139177734,128.31878036"
전라남도,나주시,전라남도 나주시 학생운동길 4-1,남외동 공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,한국전력,,DC콤보,이용가능,"35.028377419,126.72071934"
경상남도,양산시,경상남도 양산시 탑골길 270,대운산휴양림,관광시설,공원,완속,AC완속,타기관(보조금),휴맥스이브이,,AC완속,이용가능,"35.417850707,129.20891164"
부산광역시,수영구,부산광역시 수영구 좌수영로 176,센텀수영강변1차e편한세상 102동,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"35.179320399364,129.117682982"
강원특별자치도,양양군,강원특별자치도 양양군 손양면 선사유적로 678,쏠비치 양양,상업시설,숙박시설,완속,AC완속,타기관,이지차저,,AC완속,이용가능,"38.0878535,128.6655058"
제주특별자치도,제주시,제주특별자치도 제주시 한경면 용금로 257,클랭블루스테이,상업시설,숙박시설,완속,AC완속,타기관,한국홈충전,,AC완속,이용가능,"33.332265,126.208403"
경기도,고양시,경기도 고양시 일산서구 하이파크3로 61,하이파크시티일산파밀리에4단지,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.697431,126.750488"
전라남도,순천시,전라남도 순천시 연향1로 40,금호아파트,공동주택시설,아파트,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"34.944718763,127.51958185"
광주광역시,북구,광주광역시 북구 동문대로 152,광주북구 동강빌딩,기타시설,기타,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"35.1760272,126.9280089"
경기도,수원시,"경기도 수원시 영통구 웰빙타운로36번길 46-23 (이의동, e편한세상 TERRACE 광교 East hill)",e편한세상테라스광교이스트힐8406동,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"37.30822861635,127.0499091429"
강원특별자치도,춘천시,강원특별자치도 춘천시 평화로,봄내체육관,교육문화시설,경기장,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,"37.881336,127.71839"
서울특별시,종로구,서울특별시 종로구 사직로8길 4,서울종로 광화문스페이스본아파트2,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"37.573980457,126.96894885"
서울특별시,중구,서울특별시 중구 동호로11나길 47,충현공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,SK일렉링크,,DC콤보,이용가능,"37.5521901,127.0056911"
대전광역시,유성구,대전광역시 유성구 국제과학11로 23,아름덴티스트리,기타시설,기타,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"36.4608845,127.3612531"
강원특별자치도,춘천시,강원특별자치도 춘천시 동내면 외솔길19번길 80-7,강원춘천 호반베르디움아파트 1,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"37.858542076,127.75896072"
제주특별자치도,제주시,제주특별자치도 제주시 중앙로 273,나라키움 제주마루 지상1층,공공시설,공공기관,급속,DC콤보,타기관,채비,,DC콤보,이용가능,"33.496280999,126.53266499"
경상남도,창원시,경상남도 창원시 성산구 원이대로773번길 14,BMW차징스테이션 그랜드골프클럽 by동성모터스,상업시설,골프장(CC),급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"35.2172098,128.6956991"
서울특별시,서대문구,서울특별시 서대문구 이화여대길 52,서울서대문 이화여대 신촌캠퍼스 3,교육문화시설,학교,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"37.5644100,126.9502657"
서울특별시,중랑구,서울특별시 중랑구 신내로 155,서울중랑구 신내두산화성아파트5,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"37.613678027,127.09470080"
전북특별자치도,전주시,전북특별자치도 전주시 완산구 호암로 2,효자휴먼시아 1단지,공동주택시설,아파트,완속,AC완속,타기관,한화솔루션,,AC완속,이용가능,"35.8083393,127.0968366"
경기도,안양시,경기도 안양시 만안구 안양로384번길 35,안양시 이너스내안에아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.4056382,126.9181759"
충청북도,충주시,충청북도 충주시 중앙탑면 원앙4길 51,충주시티자이아파트 4,공동주택시설,아파트,완속,AC완속,타기관(보조금),이카플러그,,AC완속,이용가능,"37.016944452,127.83045409"
강원특별자치도,원주시,강원특별자치도 원주시 무실로 415,무실세영리첼2차아파트,공동주택시설,아파트,완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"37.328552886,127.92950980"
인천광역시,서구,인천광역시 서구 중봉대로 587,홈플러스 인천청라점,상업시설,마트(쇼핑몰),급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,"37.5324313980961,126.648259288"
대전광역시,유성구,대전광역시 유성구 동서대로 725,대전유성 어울림하트아파트 1,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"36.333017397,127.3415361"
세종특별자치시,세종특별자치시,세종특별자치시 종합운동장1로 14,코스트코 세종점,상업시설,마트(쇼핑몰),완속,AC완속,타기관(보조금),한국전기차충전서비스,,AC완속,이용가능,"36.467122,127.269885"
경기도,시흥시,경기도 시흥시 경기과기대로 219,길산sst지식산업센터,기타시설,기타,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.3344486,126.7326531"
광주광역시,서구,광주광역시 서구 천변좌로 264,광주서구 양동금호2차아파트 1,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"35.151156846,126.90386851"
서울특별시,용산구,서울특별시 용산구 대사관로 59,순천향대학교 부속 서울병원서별관방면주차장,근린생활시설,병원,급속,DC콤보,타기관,이브이시스,,DC콤보,이용가능,"37.5340297,127.0039882"
전라남도,나주시,전라남도 나주시 문화로 211,한전 KPS 본사 지상주차장,기타시설,기타,급속,DC콤보,타기관,이브이시스,,DC콤보,이용가능,"35.017117887,126.78287315"
경상남도,창원시,경상남도 창원시 마산합포구 구산면 구산로 554 ,구산면사무소,공공시설,주민센터,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,"35.119364,128.580546"
전북특별자치도,전주시,전북특별자치도 전주시 완산구 봉곡3길 3-2,타워팰리스,공동주택시설,아파트,완속,AC완속,타기관,차지인,,AC완속,이용가능,"35.8123389,127.0975140"
경기도,시흥시,경기도 시흥시 은계호수로 49,시흥센트럴돔그랑트리캐슬,상업시설,마트(쇼핑몰),완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.4458358,126.8020445"
세종특별자치시,세종특별자치시,세종특별자치시 한누리대로 2130,세종특별자치시청,공공시설,관공서,완속,AC완속,타기관(보조금),한화솔루션,,AC완속,이용가능,"36.4800121,127.2890691"
경기도,수원시,경기도 수원시 영통구 청명남로34번길 21,수원 영통 테라스가든 주차타워4층,기타시설,기타,완속,AC완속,타기관(보조금),한화솔루션,,AC완속,이용가능,"37.2523268,127.076726"
경기도,파주시,경기도 파주시 경의로1240번길 37-1,운정명품프라자3차,상업시설,음식점,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.7287270,126.7636597"
경기도,수원시,경기도 수원시 영통구 법조로 25,수원시 광교SK뷰레이크타워,공동주택시설,아파트,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.287480889,127.06017844"
전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,"35.0431866,126.8485291"
부산광역시,사상구,부산광역시 사상구 학감대로123번길 75,부산학장동2차삼성4,공동주택시설,아파트,완속,AC완속,타기관(보조금),한국전기차인프라기술,,AC완속,이용가능,"35.1394146,128.9912481"
제주특별자치도,제주시,제주특별자치도 제주시 명림로 430,제주4·3평화공원,관광시설,공원,급속,DC차데모+AC3상+DC콤보,지자체,제주특별자치도,,DC차데모+AC3상+DC콤보,이용가능,"33.450701,126.62133"
서울특별시,강북구,서울특별시 강북구 도봉로98길 33,서울강북 번동삼성아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"37.641299579173,127.031502896"
전라남도,광양시,전라남도 광양시 구마8길 37,동광양중마2주공아파트,공동주택시설,아파트,완속,AC완속,타기관,채비,,AC완속,이용가능,"34.946713183,127.68527828"
서울특별시,송파구,서울특별시 송파구 올림픽로 424,서울시 송파구 올림픽공원남4문주차장,관광시설,공원,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.517521,127.116024"
광주광역시,광산구,광주광역시 광산구 장덕로95번길 16,광주 수완숲안애2차아파트,공동주택시설,아파트,완속,AC완속,타기관,한국전자금융,,AC완속,이용가능,"35.19604,126.82027"
경기도,하남시,경기도 하남시 위례대로 190,위례효성혜링턴,기타시설,기타,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.4785918,127.1482712"
강원특별자치도,속초시,강원특별자치도 속초시 청호로 22,속초청호아이파크,공동주택시설,아파트,완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"38.192115837,128.59984311"
경기도,시흥시,경기도 시흥시 장현순환로 58,장현호반써밋,공동주택시설,아파트,완속,AC완속,타기관(보조금),휴맥스이브이,,AC완속,이용가능,"37.3767278,126.7959367"
경기도,용인시,경기도 용인시 기흥구 흥덕3로 20,흥덕파밀리에아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),휴맥스이브이,,AC완속,이용가능,"37.2703016,127.0825558"
경기도,안양시,경기도 안양시 동안구 동안로 162,홈플러스 평촌점,상업시설,마트(쇼핑몰),급속,DC콤보,타기관,이브이시스,,DC콤보,이용가능,"37.3932547,126.9513219"
인천광역시,연수구,인천광역시 연수구 아카데미로 627,인천 송담초등학교,교육문화시설,학교,완속,AC완속,타기관,이카플러그,,AC완속,이용가능,"37.410277004,126.61491976"
부산광역시,강서구,부산광역시 강서구 유통단지1로 41,부산 티플렉스,기타시설,기타,완속,AC완속,타기관,한국전자금융,,AC완속,이용가능,"35.16733,128.95581"
인천광역시,중구,인천광역시 중구 자유무역로 254,인천중구 백마종합물류O4O5,기타시설,기타,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"37.4878821,126.4710609"
경기도,화성시,경기도 화성시 향남읍 향남로 470,화성종합경기타운,기타시설,기타,급속,DC콤보,타기관,SK시그넷,,DC콤보,이용가능,"37.139276,126.922166"
경기도,남양주시,경기도 남양주시 송산로307번길 22,남양주시 별내푸르지오지하2층,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.6690483,127.1298516"
강원특별자치도,원주시,강원특별자치도 원주시 서원대로 311,강원원주 종합운동장,공공시설,공공기관,급속,DC콤보,타기관,에버온,,DC콤보,이용가능,"37.336838062,127.94368698"
서울특별시,송파구,서울특별시 송파구 법원로11길 7,문정현대지식신업센터,기타시설,기타,완속,AC완속,타기관,쿨사인,,AC완속,이용가능,"37.4853545,127.1192266"
서울특별시,강동구,서울특별시 강동구 상암로63길 8,서울 김영진,기타시설,기타,완속,AC완속,타기관(보조금),이카플러그,,AC완속,이용가능,"37.5469225,127.154139"
충청남도,당진시,충청남도 당진시 무수동7길 78,대우이안아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,"36.8895523,126.6407034"
