시도,군구,주소,충전소명,시설구분(대),시설구분(소),기종(대),기종(소),운영기관(대),운영기관(소),급속충전량,충전기타입,이용자제한,위도경도
경기도,의왕시,경기도 의왕시 왕소나무길 18,기아오토큐 월암점 (급),차량정비시설,서비스센터,급속,DC콤보,타기관,이지차저,,DC콤보,이용가능,"37.303599502,126.95563778"
서울특별시,구로구,"서울특별시 구로구 남부순환로 775 (개봉동, 개봉푸르지오)",개봉푸르지오아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.500339,126.848120"
서울특별시,강서구,서울특별시 강서구 양천로 542,기아 강서서비스센터,공동주택시설,사업장(사옥),완속,AC완속,타기관,스타코프,,AC완속,이용가능,"37.558518477,126.85901917"
대구광역시,수성구,대구광역시 수성구 무열로 47,만촌태왕리더스,공동주택시설,아파트,완속,AC완속,타기관(보조금),씨어스,,AC완속,이용가능,"35.8631795,128.647862"
경상남도,양산시,"경상남도 양산시 양주로 32 (남부동, 양산신도시동원로얄듀크)",양산동원로얄듀크,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"35.331049,129.027474"
경기도,광명시,경기도 광명시 일직로 17,롯데몰 광명점,상업시설,마트(쇼핑몰),급속,DC콤보,타기관,이브이시스,,DC콤보,이용가능,"37.4242712,126.8847479"
강원특별자치도,양구군,강원특별자치도 양구군 방산면 성곡로 1562-8,포레스트벨리,기타시설,기타,완속,AC완속,타기관,쿨사인,,AC완속,이용가능,"38.1860718,127.9516507"
경기도,시흥시,경기도 시흥시 역전로 300,스카이드림씨티2동오피스텔,기타시설,오피스텔,완속,AC완속,타기관(보조금),이카플러그,,AC완속,이용가능,"37.3526052,126.7394569"
전라남도,목포시,전라남도 목포시 원형서로 15,롯데마트맥스 목포점,상업시설,마트(쇼핑몰),급속,DC콤보,타기관,이브이시스,,DC콤보,이용가능,"34.7972464,126.4294676"
강원특별자치도,원주시,강원특별자치도 원주시 문막읍 원문로 1700,서원주코아루아너스,공동주택시설,아파트,완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"37.315433281,127.82576086"
경기도,구리시,경기도 구리시 동구릉로136번길 47,롯데아울렛 구리점,상업시설,마트(쇼핑몰),완속,AC완속,타기관,이브이시스,,AC완속,이용가능,"37.6122158,127.1403509"
경상남도,창원시,경상남도 창원시 마산회원구 양덕로 151,경남창원 한일타운2차아파트202동,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"35.231991963,128.58210689"
강원특별자치도,춘천시,강원특별자치도 춘천시 보안길 36,강원춘천 후평우미린아파트 P3,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"37.877971519,127.75271856"
경기도,고양시,경기도 고양시 일산동구 숲속마을로 14-7,풍동제3공영주차장,주차시설,공영주차장,급속,DC차데모+DC콤보,타기관,한국전기차충전서비스,,DC차데모+DC콤보,이용가능,"37.667738,126.800965"
대전광역시,동구,대전광역시 동구 한남로67번길 193,다우 갤러리 휴리움 아파트,공동주택시설,아파트,완속,AC완속,타기관,스타코프,,AC완속,이용가능,"36.345289119,127.42519358"
경기도,평택시,경기도 평택시 지제동삭1로 91,힐스테이트지제역,공동주택시설,아파트,완속,AC완속,타기관(보조금),스타코프,,AC완속,이용가능,"37.0219837,127.0791751"
인천광역시,강화군,인천광역시 강화군 길상면 장흥로 217,강화 씨사이드리조트(실외주차장),상업시설,숙박시설,완속,AC완속,타기관,서울씨엔지,,AC완속,이용가능,"37.6171221,126.4981148"
전라남도,목포시,전라남도 목포시 고하대로 641-10,전남목포 신안비치2차아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"34.807479085768,126.368875807"
전북특별자치도,완주군,전북특별자치도 완주군 삼례읍 동학로 36-13,완주군 에이스모텔,상업시설,숙박시설,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"35.910603257155,127.075705686"
충청북도,청주시,충청북도 청주시 상당구 중고개로 288,충북청주 장자마을7단지부영(P3),공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"36.630278851978,127.508770433"
서울특별시,강남구,서울특별시 강남구 논현로 164,튼튼영어 (주)유니북스,기타시설,기타,완속,AC완속,타기관,이브이씨코리아,,AC완속,이용가능,"37.484312,127.042167"
서울특별시,강남구,서울특별시 강남구 도산대로17길 30,서울용산 오리온홀딩스,공동주택시설,사업장(사옥),완속,AC완속,타기관,에버온,,AC완속,이용가능,"37.5356721,126.9695135"
서울특별시,마포구,서울특별시 마포구 월드컵북로 501,상암월드컵파크9단지 911동,공동주택시설,아파트,완속,AC완속,타기관(보조금),이지차저,,AC완속,이용가능,"37.5833581,126.8789018"
인천광역시,남동구,인천광역시 남동구 선수촌로 55,구월아시아드 선수촌아파트 103동,공동주택시설,아파트,완속,AC완속,타기관,이지차저,,AC완속,이용가능,"37.4452069,126.7129905"
경기도,고양시,경기도 고양시 덕양구 동송로 23-50 (동산동),경기고양 아이엠삼송오피스텔 4,기타시설,오피스텔,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"37.6482349,126.8917058"
경기도,용인시,경기도 용인시 기흥구 사은로126번길 10,경기용인 민속마을쌍용아파트11(B2),공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"37.25168658,127.1175604"
전라남도,나주시,전라남도 나주시 그린로 125,광주전남혁신2단지 부영아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),레드이엔지,,AC완속,이용가능,"35.013,126.782"
대전광역시,유성구,대전광역시 유성구 가정로 76,대전 유성 한화케미칼 중앙연구소 지상주차장,기타시설,기타,급속,DC콤보,타기관,한화솔루션,,DC콤보,이용가능,"36.383715,127.351725"
제주특별자치도,서귀포시,제주특별자치도 서귀포시 색달동 2889-1,중문 관광단지,관광시설,관광지,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"33.2461812,126.4143365"
서울특별시,노원구,서울특별시 노원구 화랑로 325,서울시 노원구 우현빌딩,기타시설,기타,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.6149530,127.0640434"
전북특별자치도,완주군,전북특별자치도 완주군 삼례읍 삼례리 896-13,삼례공영주차장,주차시설,공영주차장,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,"35.9121028,127.0758181"
서울특별시,양천구,서울특별시 양천구 신정이펜1로 20,서남병원,근린생활시설,병원,완속,AC완속,타기관,채비,,AC완속,이용가능,"37.512187,126.833078"
경기도,광명시,경기도 광명시 일직로 17,롯데몰 광명점,상업시설,마트(쇼핑몰),급속,DC콤보,타기관,이브이시스,,DC콤보,이용가능,"37.4242712,126.8847479"
서울특별시,은평구,서울특별시 은평구 통일로 1050,롯데마트 은평점,상업시설,마트(쇼핑몰),완속,AC완속,타기관,이브이시스,,AC완속,이용가능,"37.6385121,126.9181413"
제주특별자치도,제주시,제주특별자치도 제주시 노연로 100,신라스테이제주,상업시설,숙박시설,완속,AC완속,타기관,신세계아이앤씨,,AC완속,이용가능,"33.4855,126.491"
부산광역시,동래구,부산광역시 동래구 아시아드대로134번길 14,쌍용더플래티넘사직아시아드,공동주택시설,아파트,완속,AC완속,타기관,이지차저,,AC완속,이용가능,"35.1964728,129.0667632"
전라남도,완도군,전라남도 완도군 신지면 울몰길 81,신지더편안리조트,상업시설,숙박시설,완속,AC완속,타기관(보조금),신세계아이앤씨,,AC완속,이용가능,"34.326752,126.831255"
충청남도,홍성군,충청남도 홍성군 홍성읍 문화로72번길 50,홍성남장이안아파트,공동주택시설,아파트,완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"36.591274549,126.66377700"
충청남도,천안시,충청남도 천안시 동남구 쉼1길 42 (삼룡동)173-1,천안삼거리(서울) 휴게소,휴게시설,고속도로 휴게소,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.7882107,127.1735101"
제주특별자치도,제주시,제주특별자치도 제주시 청사로 59,정부제주지방합동청사_옥외주차장,공공시설,공공기관,완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"33.490865046,126.52505846"
전라남도,목포시,전라남도 목포시 삼학로 154,목포시 봉황장례식장,근린생활시설,병원,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"34.7867545,126.4006104"
경기도,화성시,경기도 화성시 동탄기흥로 614,경기화성 동탄더퍼스트타워2차 1,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"37.2154115,127.0952288"
경기도,용인시,경기도 용인시 기흥구 죽전로 20,죽전누리에뜰,공동주택시설,아파트,완속,AC완속,타기관(보조금),씨어스,,AC완속,이용가능,"37.3200176,127.111144"
서울특별시,강남구,서울특별시 강남구 개포로110길 15,개포7차우성아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),클린일렉스,,AC완속,이용가능,"37.4920292,127.0775192"
경기도,용인시,경기도 용인시 수지구 동천로 64,용인시 동천디이스트아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.34,127.096"
인천광역시,연수구,인천광역시 연수구 랜드마크로 110,송도오션파크베르디움 105동 지하1층 주차장 49기둥,공동주택시설,아파트,완속,AC완속,타기관(보조금),이지차저,,AC완속,이용가능,"37.4159199,126.6183747"
전북특별자치도,전주시,전북특별자치도 전주시 완산구 호암로 2,효자휴먼시아 1단지,공동주택시설,아파트,완속,AC완속,타기관,한화솔루션,,AC완속,이용가능,"35.8083393,127.0968366"
인천광역시,남동구,인천광역시 남동구 염전로425번길 17,에코파크힐(더지움 종합건설) ,공동주택시설,아파트,완속,AC완속,타기관,클린일렉스,,AC완속,이용가능,"37.46998,126.68745"
경기도,용인시,경기도 용인시 기흥구 동백중앙로16번길 16-25,용인시 대우프론티어밸리1차,기타시설,기타,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.2568194,127.1678891"
서울특별시,관악구,서울특별시 관악구 인헌12길 46-1,서울관악 은천2단지아파트,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"37.4706655,126.964564"
경상남도,김해시,경상남도 김해시 진영읍 장등1로31번길 7,진영휴먼빌 커뮤니티케이션앞 지하 d20기둥,공동주택시설,아파트,완속,AC완속,타기관(보조금),이지차저,,AC완속,이용가능,"35.3147501,128.7378713"
울산광역시,울주군,울산광역시 울주군 청량읍 삼정로 811,울산울주_덕하신일해피트리,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"35.488387480400,129.303337590"
경기도,화성시,경기도 화성시 동탄순환대로17길 24,한국도로공사 도로교통연구원,공공시설,공공기관,완속,AC완속,타기관,SK일렉링크,,AC완속,이용가능,"37.175125,127.117475"
충청남도,아산시,충청남도 아산시 탕정면 탕정로 320,충남아산삼성디스플레이5,기타시설,기타,완속,AC완속,타기관,한국전기차인프라기술,,AC완속,이용가능,"36.8171027,127.0558358"
강원특별자치도,춘천시,강원특별자치도 춘천시 지석로 29,춘천휴먼타운4주차장,공동주택시설,아파트,완속,AC완속,타기관(보조금),한국전기차인프라기술,,AC완속,이용가능,"37.8540945,127.7397671"
경기도,용인시,경기도 용인시 수지구 만현로133번길 33,경기용인 상현엘지자이아파트10,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"37.304786685,127.09079293"
경기도,고양시,경기도 고양시 덕양구 백양로 64,고양시 옥빛마을일신13단지,공동주택시설,아파트,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.631400933,126.83436465"
충청남도,천안시,충청남도 천안시 동남구 성황5길 17,천안공업고등학고 (우측),교육문화시설,학교,완속,AC완속,타기관,투이스이브이씨,,AC완속,이용가능,"36.8155689,127.155989"
부산광역시,강서구,부산광역시 강서구 명지국제2로28번길 34,부산명지에코팰리스,기타시설,오피스텔,완속,AC완속,타기관,클린일렉스,,AC완속,이용가능,"35.0928298,128.9088753"
경기도,용인시,경기도 용인시 기흥구 기흥단지로 46,용인시 HL인재개발원,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.224906845,127.10503180"
제주특별자치도,제주시,제주특별자치도 제주시 한림읍 한림상로 240-16,셀플러스 워시큐브,기타시설,기타,급속,DC차데모+AC3상+DC콤보,타기관,제주전기자동차서비스,,DC차데모+AC3상+DC콤보,이용가능,"33.420008385,126.26899387"
경기도,오산시,경기도 오산시 수청로 165,오산 죽미마을휴튼9단지아파트,공동주택시설,아파트,완속,AC완속,타기관,한국전자금융,,AC완속,이용가능,"37.1782338,127.048084"
강원특별자치도,춘천시,강원특별자치도 춘천시 하중도길 390-27,BMW 차징스테이션 레고랜드리조트,상업시설,숙박시설,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.8884224,127.6999827"
대구광역시,수성구,대구광역시 수성구 용학로 272,범물태성한라창신101동102동,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"35.8204985,128.6393834"
부산광역시,서구,부산광역시 서구 원양로 35,부산국제수산물도매시장,상업시설,마트(쇼핑몰),완속,AC완속,타기관,SK일렉링크,,AC완속,이용가능,"35.059019928,129.01170683"
전북특별자치도,부안군,전북특별자치도 부안군 행안면 행안중앙로 8,제일자동차공업사,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"35.71259,126.71288"
경상북도,칠곡군,경상북도 칠곡군 북삼읍 북삼로 188-5,숭오용우아파트 B1,공동주택시설,아파트,완속,AC완속,타기관(보조금),이지차저,,AC완속,이용가능,"36.0647931,128.3325874"
전라남도,여수시,"전라남도 여수시 박람회길 61 (덕충동, 엑스포힐스테이트1단지)",엑스포힐스테이트1,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"34.75221502051,127.7430151356"
부산광역시,사하구,부산광역시 사하구 다대낙조2길 100,다대롯데캐슬몰운대(301동-411동),공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,"35.055380,128.964833"
부산광역시,부산진구,부산광역시 부산진구 가야대로468번길 55,가야중복도로 공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,SK일렉링크,,DC콤보,이용가능,"35.1507204,129.0225807"
서울특별시,노원구,서울특별시 노원구 중계로14나길 25,중계삼성아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),클린일렉스,,AC완속,이용가능,"37.6493509,127.0830452"
경기도,고양시,경기도 고양시 덕양구 향기로 112,경기고양 디엠씨하우스디NHF아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"37.600054356,126.89488041"
경기도,성남시,경기도 성남시 분당구 돌마로 52,분당 MD프라자,상업시설,마트(쇼핑몰),완속,AC완속,타기관,한국전자금융,,AC완속,이용가능,"37.349681027,127.10775018"
서울특별시,성동구,서울특별시 성동구 둘레15길 8,태진운수,기타시설,기타,급속,DC콤보,타기관,펌프킨,,DC콤보,이용가능,"37.53546,127.05559"
경기도,평택시,경기도 평택시 용죽1로 14,평택시 평택비전푸르지오,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"36.9958984,127.1197665"
부산광역시,영도구,부산광역시 영도구 절영로 504,조양비취맨션,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,"35.0709376,129.0707679"
서울특별시,서초구,서울특별시 서초구 서초대로34길 34,방배e-편한세상1차,주차시설,일반주차장,완속,AC완속,타기관,스타코프,,AC완속,이용가능,"37.487246659,126.99901481"
경기도,화성시,경기도 화성시 양감면 요댕이길 149-19,동운로지스,기타시설,기타,급속,DC콤보,타기관,한화솔루션,,DC콤보,이용가능,"37.0734954,126.9366578"
서울특별시,종로구,서울특별시 종로구 사직로8길 4,광화문스페이스본1단지아파트,공동주택시설,아파트,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.574381400,126.96861870"
경상북도,구미시,경상북도 구미시 3공단3로 302,삼성전자 구미 2공장 (완속충전기),공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),스타코프,,AC완속,이용가능,"36.1096007,128.4158019"
경기도,용인시,경기도 용인시 기흥구 공세로 134,기아오토큐 공세점,차량정비시설,서비스센터,완속,AC완속,타기관(보조금),SK일렉링크,,AC완속,이용가능,"37.2360828,127.1087847"
충청북도,청주시,충청북도 청주시 청원구 율량로 17,충북청주 청주율량2LH1단지아파트 1,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"36.673725269,127.48859981"
서울특별시,중랑구,서울특별시 중랑구 면목천로 33,중랑구시설관리공단(면목유수지공영주차장),주차시설,공영주차장,완속,AC완속,타기관,클린일렉스,,AC완속,이용가능,"37.5792087,127.0812079"
서울특별시,도봉구,서울특별시 도봉구 도봉로150다길 28,지음재힐스아파트,공동주택시설,아파트,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.667410710,127.04478754"
전라남도,광양시,전라남도 광양시 봉강면 명암길 7,전남광양 광양수영장,공공시설,지자체시설,완속,AC완속,타기관,에버온,,AC완속,이용가능,"34.980498250,127.57299660"
부산광역시,남구,부산광역시 남구 용소로 68,도로교통공단 부산교통방송,공공시설,공공기관,완속,AC완속,타기관,채비,,AC완속,이용가능,"35.131086,129.10168000"
인천광역시,계양구,인천광역시 계양구 봉오대로 785,이마트계양점,상업시설,마트(쇼핑몰),완속,AC완속,타기관(보조금),신세계아이앤씨,,AC완속,이용가능,"37.531,126.7369"
경기도,양주시,경기도 양주시 고읍남로39번길 84,경기양주_해동마을한양수자인3차아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"37.788055997803,127.078503917"
서울특별시,송파구,서울특별시 송파구 법원로 128,문정SKV1GL메트로시티,공동주택시설,아파트,완속,AC완속,타기관,스타코프,,AC완속,이용가능,"37.4868456,127.12049"
경기도,파주시,경기도 파주시 경의로 1180,파주공원관리사업소,관광시설,공원,완속,AC완속,타기관,SK시그넷,,AC완속,이용가능,"37.722809,126.761439"
서울특별시,양천구,서울특별시 양천구 목동로11길 8,서울 양천구 목동로11길 8 (저압수용가),기타시설,기타,완속,AC완속,타기관,스타코프,,AC완속,이용가능,"37.523478,126.86405"
대구광역시,달서구,대구광역시 달서구 갈밭남로 12,수목원제일풍경채,공동주택시설,아파트,완속,AC완속,타기관,한화솔루션,,AC완속,이용가능,"35.7976973,128.5310286"
경상남도,진주시,경상남도 진주시 초북로 55,초전해모로루비채4단지 408동 지하1층주차장,공동주택시설,아파트,완속,AC완속,타기관(보조금),이지차저,,AC완속,이용가능,"35.211739,128.1087339"
서울특별시,중랑구,서울특별시 중랑구 망우로 203,중화동동양엔파트1차아파트,공동주택시설,아파트,완속,AC완속,타기관,스타코프,,AC완속,이용가능,"37.593995643,127.07500898"
대구광역시,달성군,대구광역시 달성군 다사읍 대실역남로 35,죽곡청아람리슈빌4단지 (완속충전기),공동주택시설,아파트,완속,AC완속,타기관,스타코프,,AC완속,이용가능,"35.854314850,128.46488501"
인천광역시,연수구,인천광역시 연수구 인천타워대로197번길 16,인천송도 메가와티,주차시설,일반주차장,급속,DC차데모+AC3상+DC콤보,타기관,에버온,,DC차데모+AC3상+DC콤보,이용가능,"37.3890043,126.6353273"
서울특별시,강서구,서울특별시 강서구 양천로 424,가양 데시앙플렉스 (완속충전기),기타시설,오피스텔,완속,AC완속,타기관(보조금),스타코프,,AC완속,이용가능,"37.5642277,126.847971"
인천광역시,연수구,인천광역시 연수구 아트센터대로97번길 56,송도더샵하버뷰2,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.397786,126.643227"
서울특별시,강서구,서울특별시 강서구 양천로47길 118,마곡벽산아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.575728,126.837665"
경기도,김포시,경기도 김포시 김포대로926번길 46,풍년마을삼성아파트,공동주택시설,아파트,완속,AC완속,타기관(보조금),클린일렉스,,AC완속,이용가능,"37.6241862,126.715382"
경기도,성남시,경기도 성남시 중원구 둔촌대로 484 (상대원동) ,시콕스타워A동,공동주택시설,사업장(사옥),완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"37.431125,127.17087137"
부산광역시,해운대구,부산광역시 해운대구 센텀2로 20,센텀타워메디컬,기타시설,기타,완속,AC완속,타기관,파워큐브,,AC완속,이용가능,"35.167197011,129.13203905"
전라남도,목포시,전라남도 목포시 남악2로22번길 15,목포시 우미파렌하이트아파트,공동주택시설,아파트,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"34.807818844,126.45429727"
강원특별자치도,화천군,강원특별자치도 화천군 화천읍 산천어길 188,강원특별자치도 도로관리사업소(북부지소),공공시설,공공기관,완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"38.114702458,127.70328901"
경기도,용인시,경기도 용인시 기흥구 흥덕중앙로105번길 41,흥덕11단지경남아너스빌,공동주택시설,아파트,완속,AC완속,타기관(보조금),휴맥스이브이,,AC완속,이용가능,"35.164067690,128.82432259"
서울특별시,종로구,서울특별시 종로구 세종대로 지하189,서울종로 세종로공영주차장3,주차시설,공영주차장,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"37.5738605,126.9763862"
울산광역시,북구,울산광역시 북구 진장유통로 64,롯데마트 진장점,상업시설,마트(쇼핑몰),급속,DC콤보,타기관,이브이시스,,DC콤보,이용가능,"35.5758726,129.3573416"
충청남도,아산시,충청남도 아산시 박물관로 13,충남아산 권곡주공아파트1,공동주택시설,아파트,완속,AC완속,타기관(보조금),에버온,,AC완속,이용가능,"36.7931781,127.0102406"
경상남도,통영시,경상남도 통영시 통영해안로 267,한산대첩광장지하주차장,주차시설,공영주차장,급속,DC콤보,타기관(보조금),휴맥스이브이,,DC콤보,이용가능,"34.8404207,128.4242661"
경기도,화성시,경기도 화성시 삼성전자로 1,삼성전자 화성캠퍼스 1공장,공동주택시설,사업장(사옥),완속,AC완속,타기관,스타코프,,AC완속,이용가능,"37.2160806,127.0673259"
부산광역시,서구,부산광역시 서구 구덕로 187,부산시 서구 부산대학교병원,근린생활시설,병원,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"35.101423082,129.01874858"
인천광역시,연수구,인천광역시 연수구 송도동 8-5,제4공영주차장 (급),주차시설,공영주차장,급속,DC콤보,타기관,이지차저,,DC콤보,이용가능,"37.385351918,126.64330362"
제주특별자치도,제주시,제주특별자치도 제주시 도리로 254(도두이동),제주하수처리장,공공시설,지자체시설,완속,AC완속,지자체,제주특별자치도,,AC완속,이용가능,"33.507502,126.477086"
경기도,용인시,경기도 용인시 기흥구 서천로201번길 14,용인시 원희캐슬기흥서천지식산업센터,공동주택시설,사업장(사옥),완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.230025815,127.07180017"
경상북도,경주시,경상북도 경주시 보불로 391,BMW 차징스테이션 경주블루원클럽하우스,상업시설,골프장(CC),완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"35.8227630,129.2952662"
경상북도,봉화군,경상북도 봉화군 춘양면 춘양로 1501,국립백두대간수목원 방문자센터 주차장,주차시설,공영주차장,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,"37.0093926,128.8295291"
서울특별시,관악구,서울특별시 관악구 과천대로 909,홈플러스 서울남현점,상업시설,마트(쇼핑몰),완속,DC콤보(완속),타기관,채비,,DC콤보(완속),이용가능,"37.471473,126.982455"
대구광역시,동구,대구광역시 동구 이노밸리로29길 56,대구혁신도시 서한 이다음,공동주택시설,아파트,완속,AC완속,타기관,스타코프,,AC완속,이용가능,"35.884984079,128.71428594"
경상남도,함양군,경상남도 함양군 서상면 칠형정뒷길 16,서상시장,주차시설,공영주차장,급속,DC콤보,타기관,한국전력,,DC콤보,이용가능,"35.6798,127.6880"
제주특별자치도,제주시,제주특별자치도 제주시 용담2동 1950-5,제주공항,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용가능,"33.50475714141,126.4933755391"
서울특별시,동대문구,서울특별시 동대문구 장안벚꽃로 107,동대문 장안현대홈타운,공동주택시설,아파트,완속,AC완속,타기관,한국전자금융,,AC완속,이용가능,"37.57105,127.07511"
부산광역시,연제구,부산광역시 연제구 연수로 89,이마트 연제점,상업시설,마트(쇼핑몰),급속,DC콤보,타기관,SK일렉링크,,DC콤보,이용가능,"35.176154,129.0813217"
충청북도,청주시,충청북도 청주시 흥덕구 대농로 55,두산위브지웰시티2차 1충전소(ENH),공동주택시설,아파트,완속,AC완속,타기관(보조금),이앤에이치에너지,,AC완속,이용가능,"36.64373,127.42865"
경기도,용인시,경기도 용인시 처인구 유림로154번길 46,DTC 효능평가센터,공동주택시설,아파트,완속,AC완속,타기관,휴맥스이브이,,AC완속,이용가능,"37.263955557,127.19795813"
전북특별자치도,전주시,전북특별자치도 전주시 완산구 효자천변2길 23-6,전북전주 삼성효자타운아파트 1,공동주택시설,아파트,완속,AC완속,타기관,에버온,,AC완속,이용가능,"35.805066218,127.11548643"
